nombre_a,hp_a,ataque_a,defensa_a,velocidad_a,nombre_b,hp_b,ataque_b,defensa_b,velocidad_b,gano_a,turnos,dano_a,dano_b
Niki Sanders,64,128,136,88,Raphael,150,35,199,127,0,64,63,64
South Georgia and the South Sandwich Islands,1,1,1,1,Mystique,148,22,184,57,0,1,0,22
Scarlet Spider II,92,136,136,152,Northstar,129,38,173,211,0,92,91,92
Exeggutor,91,178,117,76,Ukraine,10,10,2,1,1,1,182,0
Namorita,162,181,173,119,The Comedian,22,27,199,42,1,22,22,21
Black Knight III,162,17,173,19,John Wraith,64,22,199,88,1,64,64,64
Israel,2,1,6,1,Vatican City,1,1,32,255,1,1,1,1
Harry Potter,22,9,120,52,Stardust,255,215,213,255,0,1,0,104
Gyarados,91,237,108,125,Shadow Lass,45,17,199,170,1,2,82,2
Groot,162,215,157,83,Honduras,3,3,2,1,1,1,197,0
Flash II,138,117,147,255,Vixen,115,91,54,127,1,2,136,1
Robin V,36,12,160,83,Mew,96,188,139,161,0,2,1,57
Ghost Rider,232,136,147,63,Hawkgirl,229,64,178,134,1,200,200,200
Giganta,197,226,99,57,John Constantine,92,17,160,19,1,2,121,1
New Caledonia,1,1,1,1,Portugal,3,2,3,1,0,1,0,1
Eevee,49,99,66,76,Martinique,1,1,7,1,1,1,79,0
Tuvalu,1,1,7,5,MODOK,57,38,27,63,0,1,0,29
Liechtenstein,1,1,4,2,Bloodaxe,185,202,210,83,0,1,0,181
Psylocke,92,78,226,63,Kingpin,92,38,173,63,0,92,91,92
Lithuania,2,2,2,1,Professor X,31,12,72,29,0,1,0,10
Scyther,64,208,110,170,Northstar,129,38,173,211,1,4,143,4
Niki Sanders,64,128,136,88,Weezing,59,168,168,86,0,2,2,70
Maldives,1,1,21,1,Liechtenstein,1,1,4,2,0,1,0,1
Monica Dawson,31,17,226,88,Gary Bell,22,4,14,19,1,8,24,7
Living Brain,129,131,62,88,Matt Parkman,31,17,136,29,1,31,31,30
Sif,185,229,173,170,Captain Cold,45,17,41,42,1,1,198,0
Kenya,9,10,2,1,Darth Maul,69,117,252,127,0,1,0,123
Nicaragua,2,3,2,1,Molten Man,194,184,136,57,0,1,0,166
Martinique,1,1,7,1,James T. Kirk,69,20,186,42,0,1,0,14
Israel,2,1,6,1,Ozymandias,45,38,239,83,0,1,0,28
T-850,208,202,186,63,Chad,3,20,1,1,1,1,190,0
Robin III,64,20,213,68,Sandman,208,189,147,116,0,64,63,64
Lizard,162,125,136,68,Guinea,3,5,2,1,1,1,137,0
Katniss Everdeen,57,12,133,52,Blizzard II,97,17,136,68,0,57,56,57
Rocket Raccoon,64,4,157,57,Killer Croc,208,131,147,88,0,64,63,64
Ozymandias,45,38,239,83,Psylocke,92,78,226,63,0,45,45,45
Godzilla,232,255,41,137,Mewtwo,103,208,124,217,1,1,113,163
T-850,208,202,186,63,Eevee,49,99,66,76,1,1,120,1
Malawi,4,3,3,1,Dormammu,232,242,199,211,0,1,0,269
Miss Martian,232,215,107,147,Niue,1,1,1,1,1,1,216,0
Robin II,64,20,213,68,Utgard-Loki,194,202,157,57,0,64,64,64
Iron Monger,208,157,136,63,Saint Kitts and Nevis,1,1,4,1,1,1,173,0
Fin Fang Foom,232,205,173,57,Colossus,232,210,199,83,0,7,34,265
Hitmonlee,43,227,71,136,Maxima,129,229,186,88,0,1,46,165
Robin II,64,20,213,68,Indiana Jones,69,17,67,42,0,64,64,64
Plastic Man,232,157,136,57,Kool-Aid Man,22,38,25,19,1,1,123,0
Weezing,59,168,168,86,Elle Bishop,97,12,99,29,1,2,135,1
Clock King,22,17,94,42,Netherlands,4,2,7,1,1,1,9,0
Luna,31,6,25,211,Syria,5,4,3,1,1,2,6,1
Venezuela,6,15,1,1,Husk,180,157,157,88,0,1,0,149
Panama,2,2,2,1,Metallo,220,131,157,57,0,1,0,113
Black Lightning,64,20,186,134,Equatorial Guinea,1,1,2,1,1,1,18,0
Rey,22,12,80,52,One Punch Man,220,255,120,211,0,1,0,160
Nina Theroux,22,4,41,19,Morocco,7,8,2,1,1,4,8,3
Turkey,16,13,2,1,Luxembourg,1,1,4,1,1,1,8,1
Mister Mxyzptlk,232,215,120,255,Vegeta,220,255,252,234,0,2,2,284
Morlun,97,149,136,88,Turkmenistan,2,8,1,1,1,1,156,0
Bumblebee,22,64,80,63,Negasonic Teenage Warhead,22,9,80,19,1,22,22,21
Matt Parkman,31,17,136,29,Huntress,64,17,239,57,0,31,30,31
Sasquatch,129,202,99,57,Lobo,232,255,213,137,0,1,0,152
Spider-Woman,138,102,173,106,Winter Soldier,150,75,210,88,0,138,138,138
Deathstroke,232,70,226,88,Cyborg,197,131,157,106,1,197,197,197
Captain Atom,208,236,199,211,Mister Zsasz,64,49,213,83,1,4,87,3
Robin V,36,12,160,83,Darth Maul,69,117,252,127,0,36,35,36
Indonesia,47,30,3,1,São Tomé and Príncipe,1,1,4,1,1,1,24,1
Turkmenistan,2,8,1,1,Cheetah II,45,43,147,106,0,1,0,37
Morlun,97,149,136,88,T-X,197,157,199,73,0,5,5,104
Catwoman,64,20,213,83,Staryu,22,80,74,133,1,22,22,22
Jessica Cruz,115,229,133,116,Turkey,16,13,2,1,1,1,252,0
Ego,229,202,62,211,Michelangelo,150,27,186,127,1,10,160,9
Data,92,75,120,52,Vatican City,1,1,32,255,1,1,42,1
Vixen,115,91,54,127,Norway,2,6,1,1,1,1,90,0
Two-Face,31,17,62,29,Kazakhstan,4,41,1,1,1,1,14,0
Gladiator,232,255,173,255,Turks and Caicos Islands,1,1,2,1,1,1,287,0
Darkman,197,27,62,57,Triplicate Girl,97,17,99,57,1,97,97,97
Taskmaster,45,22,252,127,Siryn,64,12,99,119,0,45,45,45
Leonardo,150,33,199,127,Jessica Jones,162,107,133,127,0,150,149,150
Mister Zsasz,64,49,213,83,Wasp,120,35,99,147,0,64,63,64
Mewtwo,103,208,124,217,Chameleon,64,17,62,29,1,1,143,0
Uganda,7,5,3,1,Kilowog,97,229,199,134,0,1,0,226
Sinestro,148,215,133,134,Static,115,12,94,106,1,2,223,1
San Marino,1,1,9,3,Kiribati,1,1,3,1,1,1,1,0
Rachel Pirzad,22,1,14,19,Utgard-Loki,194,202,157,57,0,1,0,163
Forge,64,17,115,29,Penguin,64,17,107,29,0,64,63,64
Wonder Woman,232,255,252,201,Godzilla,232,255,41,137,1,2,416,3
Uganda,7,5,3,1,Indigo,115,157,120,127,0,1,0,137
Ymir,232,255,62,68,Daphne Powell,22,17,14,19,1,1,246,0
Suriname,1,3,1,1,Ms Marvel II,194,157,136,57,0,1,0,152
Jolt,73,22,99,68,Starfire,197,202,173,83,0,1,0,89
Somalia,3,10,1,1,Greedo,34,17,94,32,0,1,0,16
Hope Summers,73,17,186,29,Steel,208,207,157,134,0,4,3,86
Hong Kong,2,1,96,1,Shatterstar,148,117,210,114,0,1,0,20
Static,115,12,94,106,British Indian Ocean Territory,1,1,2,3,1,1,10,0
Black Canary,45,12,199,83,Deathlok,162,75,147,75,0,45,45,45
Staryu,22,80,74,133,Kyle Rayner,138,229,147,127,0,1,1,146
Doc Samson,185,202,173,83,Guyana,1,4,1,1,1,1,192,0
British Indian Ocean Territory,1,1,2,3,JJ Powell,22,17,14,19,0,1,0,15
Hela,232,255,107,116,Comoros,1,1,6,1,1,1,232,0
Lithuania,2,2,2,1,Indigo,115,157,120,127,0,1,0,172
Riddler,31,17,25,29,Cottonmouth,22,17,54,19,1,22,22,21
Q,232,22,94,42,Kraven II,64,80,213,57,1,64,64,64
Rwanda,3,1,7,1,Palau,1,1,2,1,1,1,1,1
Firebird,31,12,99,101,Warp,64,17,120,57,0,31,31,31
Brundlefly,92,75,27,63,Gambia,1,1,3,1,1,1,83,0
Lobo,232,255,213,137,Suriname,1,3,1,1,1,1,277,0
Spider-Woman,138,102,173,106,Raven,162,17,94,73,1,20,162,19
Mayotte,1,1,7,1,Blackwulf,69,64,54,19,0,1,0,56
Niue,1,1,1,1,Chamber,185,17,157,50,0,1,0,15
Sobek,106,80,136,57,Kenya,9,10,2,1,1,1,76,0
Venom II,162,141,136,119,Thor,232,255,252,211,0,2,1,241
Micro Lad,64,64,72,68,Myanmar [Burma],11,11,2,1,1,1,60,0
Liechtenstein,1,1,4,2,Hawkeye II,22,6,120,19,0,1,0,2
Dratini,34,117,59,67,Black Panther,138,33,252,75,0,34,33,34
Franklin Storm,1,17,14,1,Blackwing,73,17,136,88,0,1,0,3
Human Torch,162,20,99,160,Lithuania,2,2,2,1,1,1,19,0
Watcher,206,202,136,170,Saint Pierre and Miquelon,1,1,1,1,1,1,195,0
Tokelau,1,1,3,12,Italy,13,5,4,1,0,1,1,2
Monica Dawson,31,17,226,88,Lightning Lad,64,17,99,57,0,31,31,31
Groot,162,215,157,83,Phoenix,232,255,199,211,0,2,16,217
Papua New Guinea,2,8,1,1,Swamp Thing,232,242,133,63,0,1,0,233
Sint Maarten,1,1,28,6,Naruto Uzumaki,185,202,252,81,0,1,0,184
Power Girl,232,255,186,255,Parademon,115,64,54,42,1,1,185,0
Jack of Hearts,69,136,67,255,Lesotho,1,1,2,1,1,1,143,0
X-23,232,54,239,106,Tigra,87,75,226,134,1,87,87,87
Mimic,129,168,99,119,King Shark,208,223,94,127,0,2,78,249
Jolt,73,22,99,68,Panama,2,2,2,1,1,1,22,0
Isle of Man,1,1,3,1,Wildfire,232,75,99,57,0,1,0,64
Suriname,1,3,1,1,Mexico,22,30,2,1,0,1,1,28
Articuno,86,159,139,133,Captain America,127,41,252,96,0,86,86,86
El Salvador,2,1,5,1,Doctor Doom,232,75,210,50,0,1,0,61
Weezing,59,168,168,86,Wolverine,232,75,252,127,0,59,58,59
New Zealand,2,5,1,1,Doc Samson,185,202,173,83,0,1,0,192
Triton,150,157,133,127,Cottonmouth,22,17,54,19,1,1,96,0
New Caledonia,1,1,1,1,Riddler,31,17,25,29,0,1,0,15
Red Tornado,138,91,94,170,Dratini,34,117,59,67,1,2,63,21
Kiribati,1,1,3,1,Mephisto,220,215,99,88,0,1,0,184
Jason Bourne,69,22,252,73,Darth Vader,80,117,252,83,0,69,68,69
Cyborg Superman,232,236,199,234,General Zod,232,255,239,245,0,5,4,263
Nightwing,64,20,252,83,Klaw,232,91,147,83,0,64,64,64
Colossus,232,210,199,83,Man-Thing,232,75,94,19,1,3,329,2
Elastigirl,220,75,173,83,Ozymandias,45,38,239,83,1,45,45,45
Yoda,57,128,226,83,Mr Incredible,220,210,94,83,1,7,242,7
Vibe,69,17,67,42,Guatemala,4,3,3,1,1,1,15,0
Singapore,2,1,103,1,Diamondback,64,33,147,57,0,2,1,2
Flash,115,17,72,255,Mexico,22,30,2,1,1,2,29,1
Tigra,87,75,226,134,Punisher,104,33,252,52,0,87,87,87
Hydro-Man,185,25,120,63,Cloak,148,17,136,119,1,148,148,148
Walrus,115,64,41,19,Mephisto,220,215,99,88,0,1,0,186
Stardust,255,215,213,255,Mongolia,2,24,1,1,1,1,238,0
Buffy,162,64,147,106,Jolteon,59,119,81,217,1,59,59,59
Mach-IV,194,86,136,152,South Georgia and the South Sandwich Islands,1,1,1,1,1,1,87,0
Palestine,2,1,11,1,Omastar,64,109,175,76,0,1,0,90
Isis,106,117,136,191,Gambit,64,17,210,57,1,64,64,63
Kick-Ass,80,17,136,57,Luxembourg,1,1,4,1,1,1,13,0
Kevin 11,31,9,94,29,Man of Miracles,232,255,252,255,0,1,0,154
Captain Cold,45,17,41,42,Hitmonlee,43,227,71,136,0,1,0,178
Dormammu,232,242,199,211,Gorilla Grodd,162,131,160,83,1,2,180,1
Madagascar,5,10,2,1,Doctor Strange,194,17,147,29,0,1,0,15
Elongated Man,208,17,94,83,Malawi,4,3,3,1,1,1,13,0
Master Chief,185,184,252,88,Feral,64,64,173,114,1,6,66,6
King Kong,173,255,186,181,Wolverine,232,75,252,127,1,78,234,77
Punisher,104,33,252,52,Stephanie Powell,22,17,14,137,1,2,38,2
Suriname,1,3,1,1,Siren,138,154,147,201,0,1,0,152
Walrus,115,64,41,19,Evil Deadpool,232,75,252,127,0,4,3,131
Steppenwolf,232,255,252,211,South Korea,10,2,8,1,1,1,266,0
Demogoblin,80,117,147,106,Norway,2,6,1,1,1,1,130,0
Vanuatu,1,1,1,1,Sebastian Shaw,220,215,136,29,0,1,0,219
Norfolk Island,1,1,2,4,Diamondback,64,33,147,57,0,1,0,29
Red Robin,73,20,199,68,Mexico,22,30,2,1,1,2,38,1
Namorita,162,181,173,119,Molten Man,194,184,136,57,1,5,215,45
Space Ghost,92,38,199,83,Superman,232,255,213,255,0,2,1,122
John Wraith,64,22,199,88,Osiris,220,215,99,152,0,5,4,75
Daphne Powell,22,17,14,19,King Kong,173,255,186,181,0,1,0,241
Kilowog,97,229,199,134,Monaco,1,1,255,58,1,1,1,0
X-23,232,54,239,106,Leader,31,17,99,29,1,31,31,30
Copycat,57,17,147,52,Dragonite,87,255,132,123,0,1,0,124
John Stewart,148,215,160,106,She-Hulk,232,255,173,106,0,2,44,189
Cyborg,197,131,157,106,Laos,2,5,1,1,1,1,130,0
Fallen One II,232,215,136,211,Greedo,34,17,94,32,1,1,132,0
Winter Soldier,150,75,210,88,Destroyer,227,242,173,147,0,5,4,162
San Marino,1,1,9,3,Groot,162,215,157,83,0,1,0,215
Claire Bennet,232,14,62,29,Longshot,22,17,173,68,1,22,22,22
Chad,3,20,1,1,Indonesia,47,30,3,1,0,1,0,29
Elastigirl,220,75,173,83,Q,232,22,94,42,0,200,200,200
Doppelganger,220,157,210,152,Sunspot,57,157,173,88,1,57,57,56
Swarm,208,38,80,127,Tiger Shark,162,181,62,116,0,3,3,299
Spider-Woman III,97,117,62,68,Mongolia,2,24,1,1,1,1,106,0
Mister Knife,69,17,160,42,Spider-Woman,138,102,173,106,0,69,68,69
Odin,220,210,226,170,Omanyte,27,70,139,39,1,1,63,0
Black Lightning,64,20,186,134,Lobo,232,255,213,137,0,1,0,77
Rhino,208,202,213,109,Greece,3,3,2,1,1,1,218,0
Riddler,31,17,25,29,MODOK,57,38,27,63,0,3,2,41
Darkstar,97,12,157,88,Firestar,127,12,72,137,0,97,96,97
Namora,97,215,157,106,Bizarro,232,242,213,255,0,2,2,158
Bloodaxe,185,202,210,83,Chameleon,64,17,62,29,1,1,151,0
Staryu,22,80,74,133,Firebird,31,12,99,101,0,22,22,22
Kraven the Hunter,97,75,213,88,Gorilla Grodd,162,131,160,83,0,97,97,97
Lesotho,1,1,2,1,Rachel Pirzad,22,1,14,19,0,1,0,1
Scorpion,197,128,199,152,Suriname,1,3,1,1,1,1,114,0
Dr Manhattan,232,255,99,106,Hancock,232,229,120,170,0,2,154,292
Living Tribunal,232,255,67,255,British Indian Ocean Territory,1,1,2,3,1,1,247,0
Loki,197,157,147,116,Mister Freeze,162,75,62,29,1,2,188,1
Misfit,185,75,99,57,Jar Jar Binks,22,6,27,83,1,1,44,1
Spock,92,38,94,42,Bushido,22,17,173,19,1,22,22,21
Mera,138,154,199,201,Penguin,64,17,107,29,1,2,96,1
Triplicate Girl,97,17,99,57,Jessica Jones,162,107,133,127,0,12,11,97
Spawn,208,149,239,127,Clock King,22,17,94,42,1,1,56,0
Magmar,59,178,76,148,Poison Ivy,92,27,94,52,1,1,97,0
Meltdown,97,17,157,29,Magikarp,12,11,74,123,1,12,12,12
Weezing,59,168,168,86,Fallen One II,232,215,136,211,0,2,32,102
Black Canary,45,12,199,83,Donatello,138,27,186,116,0,45,44,45
Plantman,127,149,54,63,Solomon Grundy,232,236,67,32,0,1,73,192
Rey,22,12,80,52,Hal Jordan,185,229,173,191,0,1,0,166
Savage Dragon,197,176,178,137,Northstar,129,38,173,211,1,43,129,43
Riddler,31,17,25,29,Quicksilver,138,64,136,255,0,1,0,33
Wallis and Futuna,1,1,2,1,Netherlands,4,2,7,1,0,1,1,1
Equatorial Guinea,1,1,2,1,Hawk,220,91,99,88,0,1,0,94
Nauru,1,1,8,6,Hellboy,220,131,186,52,0,1,0,129
Forge,64,17,115,29,Yellowjacket,64,17,25,29,0,64,63,64
Hawk,220,91,99,88,Vibe,69,17,67,42,1,3,74,2
Darkstar,97,12,157,88,Mystique,148,22,184,57,0,97,97,97
Harry Potter,22,9,120,52,Mister Sinister,208,117,120,116,0,22,21,22
Judge Dredd,115,38,239,96,Darkseid,232,255,239,211,0,8,7,125
Hellcat,104,20,173,83,Stormtrooper,34,12,41,19,1,34,34,33
Palestine,2,1,11,1,Namorita,162,181,173,119,0,1,0,188
Havok,138,17,107,63,Predator,197,70,226,63,0,138,137,138
Luke Cage,220,157,173,73,Lady Deathstrike,197,64,226,106,1,197,197,197
Fallen One II,232,215,136,211,Porygon,59,109,95,48,1,1,119,0
Dagger,97,17,173,88,Rhino,208,202,213,109,0,3,2,97
Romania,5,5,2,1,Tinkerer,31,17,25,57,0,1,0,13
Iceland,1,3,1,1,Juggernaut,232,255,173,106,0,1,0,237
Seadra,49,119,132,133,Singapore,2,1,103,1,1,1,14,0
Spyke,138,22,67,42,Maya Herrera,31,17,25,29,1,31,31,30
Bumblebee,22,64,80,63,Silverclaw,97,64,99,88,0,22,21,22
U.S. Minor Outlying Islands,1,1,1,113,Leech,31,4,25,29,0,1,1,3
Shatterstar,148,117,210,114,Darkseid,232,255,239,211,0,4,3,170
Black Adam,232,255,136,234,Palestine,2,1,11,1,1,1,211,0
Citizen Steel,232,242,147,83,Mewtwo,103,208,124,217,1,1,118,69
Tokelau,1,1,3,12,Darth Vader,80,117,252,83,0,1,0,110
Flash IV,73,17,115,255,Hela,232,255,107,116,0,1,1,127
Silver Surfer,208,255,72,255,Tinkerer,31,17,25,57,1,1,199,0
Klaw,232,91,147,83,Sandman,208,189,147,116,0,6,5,251
Goku,208,255,252,191,Master Chief,185,184,252,88,1,62,186,61
Kyrgyzstan,2,4,1,1,Magog,148,117,178,57,0,1,0,130
Firebird,31,12,99,101,Carnage,194,157,226,178,0,1,0,56
Power Girl,232,255,186,255,Parademon,115,64,54,42,1,1,218,0
Norway,2,6,1,1,Mongolia,2,24,1,1,1,1,6,0
Spyke,138,22,67,42,Scarecrow,31,17,120,29,1,31,31,30
Elongated Man,208,17,94,83,Vatican City,1,1,32,255,1,1,1,1
Scarecrow,31,17,120,29,Togo,2,2,3,1,1,1,12,0
Ditto,41,86,63,63,Micah Sanders,31,12,25,29,1,1,59,0
Qatar,1,1,2,1,Northstar,129,38,173,211,0,1,0,35
Red Robin,73,20,199,68,Triton,150,157,133,127,0,73,72,73
Robin V,36,12,160,83,Scarlet Witch,162,17,199,73,0,36,36,36
Power Girl,232,255,186,255,Kick-Ass,80,17,136,57,1,1,108,0
Silver Surfer,208,255,72,255,X-23,232,54,239,106,1,15,238,14
Parademon,115,64,54,42,Flash,115,17,72,255,0,115,114,115
Shadowcat,57,12,173,52,Nigeria,30,15,4,1,1,4,33,3
T-800,138,80,160,42,Sri Lanka,5,2,6,1,1,1,74,0
Porygon,59,109,95,48,Oman,2,4,1,1,1,1,94,0
Tanzania,9,15,2,1,Ozymandias,45,38,239,83,0,1,0,39
Luxembourg,1,1,4,1,Rhyhorn,75,159,132,20,0,1,0,154
Data,92,75,120,52,Phantom Girl,64,17,99,57,1,64,64,64
King Kong,173,255,186,181,Synch,64,168,136,57,1,1,132,0
Light Lass,64,17,99,88,Ethan Hunt,69,20,239,73,0,64,64,64
Elongated Man,208,17,94,83,Gamora,197,215,252,106,0,2,1,242
Swamp Thing,232,242,133,63,Naruto Uzumaki,185,202,252,81,0,4,3,268
Dazzler,138,17,133,83,Spyke,138,22,67,42,1,138,138,137
She-Hulk,232,255,173,106,Jolteon,59,119,81,217,1,1,164,1
Maya Herrera,31,17,25,29,Hungary,3,2,3,1,1,1,15,0
Ghost Rider,232,136,147,63,Feral,64,64,173,114,1,64,64,64
Staryu,22,80,74,133,Iron Fist,115,136,252,83,0,1,1,60
Philippines,20,5,6,1,Saint Vincent and the Grenadines,1,1,5,1,1,1,1,1
Scyther,64,208,110,170,Guinea-Bissau,1,2,2,1,1,1,209,0
Buffy,162,64,147,106,French Southern Territories,1,1,1,1,1,1,66,0
Dratini,34,117,59,67,Thing,232,213,199,52,0,1,1,168
Jack of Hearts,69,136,67,255,Hitmonchan,43,198,108,116,0,1,27,135
Kenya,9,10,2,1,Mister Mxyzptlk,232,215,120,255,0,1,0,228
Emma Frost,208,157,99,88,Moonstone,120,168,199,119,0,4,3,275
Static,115,12,94,106,Enchantress,138,27,94,63,0,115,115,115
Goldeen,38,123,81,91,Kingpin,92,38,173,63,0,38,38,38
Kabutops,54,218,146,123,Nick Fury,97,20,252,57,0,54,54,54
Iraq,7,7,2,1,Elle Bishop,97,12,99,29,0,1,0,11
Hawkgirl,229,64,178,134,Ukraine,10,10,2,1,1,1,65,0
Box IV,64,189,136,57,T-850,208,202,186,63,0,2,3,118
Somalia,3,10,1,1,Warpath,162,181,210,119,0,1,0,154
Jolteon,59,119,81,217,Mister Sinister,208,117,120,116,0,2,2,75
Kyrgyzstan,2,4,1,1,Saint Kitts and Nevis,1,1,4,1,1,1,1,0
Killer Croc,208,131,147,88,Boba Fett,83,17,173,96,1,83,83,83
Portugal,3,2,3,1,King Shark,208,223,94,127,0,1,0,247
Horsea,22,70,95,86,Warp,64,17,120,57,0,22,22,22
Cheetah III,185,255,239,224,Man-Bat,162,38,67,127,1,1,176,0
Gravity,92,75,67,83,Nina Theroux,22,4,41,19,1,1,36,0
Indiana Jones,69,17,67,42,Sandman,208,189,147,116,0,1,0,111
Captain Britain,138,194,199,127,Namorita,162,181,173,119,1,8,166,7
Rip Hunter,22,12,54,19,Swarm,208,38,80,127,0,22,21,22
Thor Girl,194,210,173,178,El Salvador,2,1,5,1,1,1,194,0
Cheetah III,185,255,239,224,Latvia,1,2,2,1,1,1,251,0
Toad,129,80,62,147,X-Man,220,131,210,134,0,2,2,154
Kid Flash,97,1,67,234,Kraven the Hunter,97,75,213,88,0,13,13,98
Jersey,1,1,13,2,Bullseye,162,20,173,63,0,1,0,7
Huntress,64,17,239,57,Mew,96,188,139,161,0,64,63,64
Electabuzz,59,155,76,170,Guyana,1,4,1,1,1,1,165,0
Niki Sanders,64,128,136,88,Singapore,2,1,103,1,1,1,25,0
Green Goblin,138,117,120,96,Man-Bat,162,38,67,127,1,4,210,4
Century,148,202,252,134,Ego,229,202,62,211,1,2,287,2
Jean Grey,45,202,173,52,Sierra Leone,2,2,2,1,1,1,203,0
Kyle Rayner,138,229,147,127,Kenya,9,10,2,1,1,1,249,0
Star-Lord,115,43,173,83,North Korea,5,3,4,1,1,1,33,0
Chad,3,20,1,1,Ghost Rider,232,136,147,63,0,1,0,122
Savage Dragon,197,176,178,137,Living Tribunal,232,255,67,255,0,3,213,234
Warp,64,17,120,57,Buffy,162,64,147,106,0,64,63,64
Nightcrawler,31,17,199,119,Shatterstar,148,117,210,114,0,31,31,31
Shadow Lass,45,17,199,170,Tauros,70,188,132,180,0,45,44,45
John Wraith,64,22,199,88,Leader,31,17,99,29,1,31,31,30
Venom III,208,184,136,88,Question,80,27,199,68,1,80,80,79
Plastique,64,17,99,57,Rhino,208,202,213,109,0,1,0,116
Riddler,31,17,25,29,Kuwait,2,1,3,1,1,1,16,0
James Bond,80,25,226,42,Blackout,185,75,160,114,0,80,79,80
Pakistan,36,13,4,1,Vegeta,220,255,252,234,0,1,0,273
Spider-Man,173,136,213,170,Uzbekistan,6,8,2,1,1,1,126,0
Seadra,49,119,132,133,Guinea-Bissau,1,2,2,1,1,1,128,0
Northern Mariana Islands,1,1,3,1,Lesotho,1,1,2,1,1,1,1,0
Leader,31,17,99,29,Man of Miracles,232,255,252,255,0,1,0,159
Rick Flag,64,20,239,57,Kick-Ass,80,17,136,57,0,64,64,64
Sobek,106,80,136,57,Nightwing,64,20,252,83,1,64,64,64
War Machine,232,202,213,160,Uruguay,2,4,1,1,1,1,197,0
British Indian Ocean Territory,1,1,2,3,James Bond,80,25,226,42,0,1,0,23
Green Arrow,64,22,226,88,Gladiator,232,255,173,255,0,3,2,86
Ethan Hunt,69,20,239,73,Cyborg,197,131,157,106,0,69,68,69
Captain Hindsight,69,17,41,211,Hitmonchan,43,198,108,116,0,1,1,168
Namibia,1,13,1,1,Songbird,97,86,136,68,0,1,0,97
Fin Fang Foom,232,205,173,57,Buffy,162,64,147,106,1,3,182,3
Chamber,185,17,157,50,Plastique,64,17,99,57,1,64,64,64
Thunderbird,73,75,173,68,Steel,208,207,157,134,0,3,2,96
Lobo,232,255,213,137,Firebird,31,12,99,101,1,1,135,0
Dormammu,232,242,199,211,Portugal,3,2,3,1,1,1,244,0
MODOK,57,38,27,63,Deathstroke,232,70,226,88,0,2,1,78
Scorpion,197,128,199,152,Guadeloupe,1,1,5,1,1,1,138,0
Sebastian Shaw,220,215,136,29,Darth Maul,69,117,252,127,1,69,69,69
She-Thing,185,181,160,52,Poison Ivy,92,27,94,52,1,2,173,1
T-1000,232,80,186,83,Marvel Girl,97,215,199,119,0,8,7,232
Mister Mxyzptlk,232,215,120,255,Winter Soldier,150,75,210,88,1,30,152,29
Moonstone,120,168,199,119,Lobo,232,255,213,137,0,3,2,172
Darkseid,232,255,239,211,Superboy,208,242,147,211,1,2,214,3
Kenya,9,10,2,1,Montserrat,1,1,2,2,1,1,9,1
Scorpion,197,128,199,152,Blob,220,210,178,57,0,18,18,200
Nightcrawler,31,17,199,119,Mister Knife,69,17,160,42,0,31,31,31
Chad,3,20,1,1,Mister Mxyzptlk,232,215,120,255,0,1,0,188
Palestine,2,1,11,1,Red Robin,73,20,199,68,0,1,0,9
Tangela,59,99,161,86,Bushido,22,17,173,19,1,22,22,21
Yellowjacket,64,17,25,29,Scyther,64,208,110,170,0,1,0,194
Space Ghost,92,38,199,83,Carnage,194,157,226,178,0,92,91,92
North Korea,5,3,4,1,Franklin Richards,138,202,120,127,0,1,0,215
Tonga,1,1,3,1,Meltdown,97,17,157,29,0,1,0,12
Space Ghost,92,38,199,83,Hope Summers,73,17,186,29,1,73,73,72
Starfire,197,202,173,83,Elongated Man,208,17,94,83,1,3,309,2
Nepal,7,3,4,1,T-1000,232,80,186,83,0,1,0,84
Doctor Doom,232,75,210,50,Northern Mariana Islands,1,1,3,1,1,1,70,0
Superboy-Prime,232,255,213,255,Brainiac,208,242,186,160,1,3,214,54
Weezing,59,168,168,86,Watcher,206,202,136,170,0,2,30,70
Jessica Cruz,115,229,133,116,Doctor Doom,232,75,210,50,1,13,236,12
Lizard,162,125,136,68,Harry Potter,22,9,120,52,1,5,24,4
Wonder Girl,185,229,147,63,Black Bolt,194,168,136,255,1,2,211,46
Mister Mxyzptlk,232,215,120,255,South Sudan,3,11,1,1,1,1,231,0
Supergirl,232,255,186,255,Lebanon,2,1,7,1,1,1,268,0
Loki,197,157,147,116,Spyke,138,22,67,42,1,2,191,1
Darth Vader,80,117,252,83,Watcher,206,202,136,170,0,80,79,80
Robin,64,20,213,68,Elongated Man,208,17,94,83,0,64,63,64
Swarm,208,38,80,127,Kool-Aid Man,22,38,25,19,1,2,22,1
Boom-Boom,97,17,157,29,Deathlok,162,75,147,75,0,97,96,97
Green Goblin II,115,136,57,93,Thunderbird,73,75,173,68,0,7,7,129
Daredevil,80,25,252,63,Light Lass,64,17,99,88,1,64,64,64
Cyclops,97,17,199,57,War Machine,232,202,213,160,0,33,32,99
Gary Bell,22,4,14,19,Vanuatu,1,1,1,1,1,1,3,0
Paul Blart,115,20,1,52,Spider-Girl,150,91,186,152,0,2,1,179
Lightning Lord,97,17,99,57,Kilowog,97,229,199,134,0,1,0,134
Snorlax,160,208,88,29,Hellcat,104,20,173,83,1,4,141,4
Scarlet Spider II,92,136,136,152,Hungary,3,2,3,1,1,1,134,0
Greece,3,3,2,1,Changeling,97,17,157,57,0,1,0,14
